"","source","target","cluster","pct","srcpop","tarpop"
"846","Lincoln County, South Dakota","Minnehaha County, South Dakota",1,0.335616132774159,44828,169468
"4607","Stanley County, South Dakota","Hughes County, South Dakota",1,0.30310182063385,2966,17022
"6580","Meade County, South Dakota","Pennington County, South Dakota",1,0.207006369426752,25434,100948
"2069","Hanson County, South Dakota","Davison County, South Dakota",1,0.176223356349445,3331,19504
"659","Turner County, South Dakota","Minnehaha County, South Dakota",1,0.146160297112735,8347,169468
"939","McCook County, South Dakota","Minnehaha County, South Dakota",1,0.138483446066216,5618,169468
"3197","Edmunds County, South Dakota","Brown County, South Dakota",1,0.11545074920167,4071,36531
"564","Union County, South Dakota","Woodbury County, Iowa",1,0.112368914507952,14399,102172
"4514","Sully County, South Dakota","Hughes County, South Dakota",1,0.11143481427531,1373,17022
"6673","Custer County, South Dakota","Pennington County, South Dakota",1,0.0962755598831548,8216,100948
"1505","Hamlin County, South Dakota","Codington County, South Dakota",1,0.0921565305776724,5903,27227
"2256","Aurora County, South Dakota","Davison County, South Dakota",1,0.0915129151291513,2710,19504
"6862","Butte County, South Dakota","Lawrence County, South Dakota",1,0.0838773491592483,10110,24097
"1129","Kingsbury County, South Dakota","Brookings County, South Dakota",1,0.0808080808080808,5148,31965
"1976","Sanborn County, South Dakota","Davison County, South Dakota",1,0.0802547770700637,2355,19504
"1032","Moody County, South Dakota","Minnehaha County, South Dakota",1,0.0764724020968239,6486,169468
"1","Ziebach County, South Dakota","Dewey County, South Dakota",1,0.0753302392002856,2801,5301
"282","Bon Homme County, South Dakota","Yankton County, South Dakota",1,0.0695898161244696,7070,22438
"1036","Moody County, South Dakota","Brookings County, South Dakota",1,0.0675300647548566,6486,31965
"1692","Deuel County, South Dakota","Codington County, South Dakota",1,0.0657653528872594,4364,27227
"2914","Campbell County, South Dakota","Walworth County, South Dakota",1,0.0634379263301501,1466,5438
"5358","Mellette County, South Dakota","Todd County, South Dakota",1,0.05908203125,2048,9612
"5453","Lyman County, South Dakota","Brule County, South Dakota",1,0.0551264980026631,3755,5255
"1785","Clark County, South Dakota","Codington County, South Dakota",1,0.0490382010295313,3691,27227
"8084","Bennett County, South Dakota","Shannon County, South Dakota",1,0.0434275721364034,3431,13586
"1311","Lake County, South Dakota","Minnehaha County, South Dakota",1,0.0421428571428571,11200,169468
"2349","Hutchinson County, South Dakota","Davison County, South Dakota",1,0.0415361568841073,7343,19504
"1410","Miner County, South Dakota","Lake County, South Dakota",1,0.0414399330263709,2389,11200
"1688","Deuel County, South Dakota","Brookings County, South Dakota",1,0.0405591200733272,4364,31965
"1502","Hamlin County, South Dakota","Brookings County, South Dakota",1,0.0382856174826359,5903,31965
"660","Turner County, South Dakota","Lincoln County, South Dakota",1,0.0361806637115131,8347,44828
"4136","Corson County, South Dakota","Sioux County, North Dakota",1,0.0330864197530864,4050,4153
"3104","McPherson County, South Dakota","Brown County, South Dakota",1,0.032940219601464,2459,36531
"2633","Douglas County, South Dakota","Charles Mix County, South Dakota",1,0.0323117921385743,3002,9129
"375","Clay County, South Dakota","Yankton County, South Dakota",1,0.0297172533179458,13864,22438
"6767","Lawrence County, South Dakota","Meade County, South Dakota",1,0.0274722994563639,24097,25434
"3011","Spink County, South Dakota","Brown County, South Dakota",1,0.0254091971940764,6415,36531
"753","Minnehaha County, South Dakota","Lincoln County, South Dakota",1,0.0247775391224302,169468,44828
"6582","Meade County, South Dakota","Lawrence County, South Dakota",1,0.0246127231265236,25434,24097
"566","Union County, South Dakota","Minnehaha County, South Dakota",1,0.0242377942912702,14399,169468
